,recid,radate,assignmt,site,training,afdc,sex,class_tr,ojt_jsa,oth_serv,bdate,age,earnings,prevearn,married,pbhous,hsorged,black,hispanic,age2225,age2629,age3035,age3644,age4554,f2sms,wkless13
4860,308985,1988-03-10,1,JK,1,1,0,0,1,0,1962-05-14,25,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,1.0
4861,308986,1988-02-12,0,CC,0,0,0,0,0,1,1941-07-27,46,1066.0,2444.656,0.21116078,0.0,0.0,0,1,0,0,0,0,1,0,0.5332298
4862,308989,1988-03-10,0,MD,0,0,0,0,1,0,1936-11-16,51,0.0,7419.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0.0
4863,308993,1989-01-18,1,NE,0,0,0,1,0,0,1942-11-28,46,62.0,1296.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0
4864,308994,1988-03-16,1,LC,1,0,0,1,0,0,1937-09-12,50,23520.0,8617.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,0.0
4865,308996,1988-03-10,1,MD,1,0,1,0,1,0,1935-03-27,52,26655.0,4576.0,0.33528507,0.0,0.68767726,0,0,0,0,0,0,1,0,0.0
4866,308997,1989-06-01,1,IN,1,0,0,0,1,0,1957-06-19,31,13977.0,206.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0
4867,308998,1988-08-22,1,HF,1,0,0,0,1,0,1938-04-20,50,4908.0,200.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0.0
4868,308999,1988-10-18,1,CC,0,0,0,0,1,0,1965-03-11,23,29927.0,230.0,1.0,0.0,1.0,0,0,1,0,0,0,0,1,1.0
4869,309000,1989-02-23,1,CI,0,0,0,0,1,0,1966-09-24,22,3572.0,0.0,0.21116078,0.11530664,0.71640396,0,0,1,0,0,0,0,0,1.0
4870,309001,1988-09-12,1,CC,1,0,1,0,1,0,1936-08-23,52,234.0,4103.911,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0
4871,309002,1988-09-16,1,HF,1,0,1,0,0,1,1947-07-19,41,3525.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1.0
4872,309003,1988-02-25,1,LC,1,0,1,0,0,1,1946-06-03,41,107.0,3650.0,0.33528507,0.0,1.0,0,0,0,0,0,1,0,0,0.0
4873,309004,1989-02-09,0,SM,0,0,1,1,0,0,1962-07-12,26,2261.0,1798.0,0.33528507,0.0,1.0,0,0,0,1,0,0,0,1,0.0
4874,309005,1988-08-26,1,OK,1,0,1,1,0,0,1941-01-24,47,15726.0,4103.911,1.0,0.0,0.68767726,0,0,0,0,0,0,1,1,0.40733594
4875,309006,1988-11-09,0,SM,0,0,0,0,1,0,1945-05-26,43,6642.0,7800.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
4876,309007,1988-02-10,1,JK,1,0,1,1,0,0,1961-08-06,26,3498.0,9000.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1.0
4877,309008,1988-08-24,1,IN,0,0,1,0,1,0,1958-03-11,30,35178.0,750.0,1.0,0.0,1.0,0,0,0,0,1,0,0,1,1.0
4878,309009,1988-07-21,1,IN,0,0,1,0,1,0,1945-08-31,42,39640.0,6000.0,1.0,0.0,1.0,0,1,0,0,0,1,0,1,0.0
4879,309010,1988-01-27,0,IN,0,0,1,0,1,0,1960-05-17,27,37600.0,3000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0
4880,309012,1989-02-03,1,IN,0,0,0,0,0,1,1932-03-07,56,0.0,3000.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
4881,309013,1989-08-28,1,LC,1,0,0,1,0,0,1961-04-04,28,21760.0,500.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
4882,309019,1988-08-16,0,MN,0,0,0,0,1,0,1929-06-28,59,2825.0,800.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0.0
4883,309022,1989-03-27,1,PR,1,0,1,0,0,1,1947-10-14,41,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,1.0
4884,309023,1988-04-27,1,JK,1,0,0,0,1,0,1932-08-15,55,18397.0,6000.0,0.21116078,0.0,0.0,0,0,0,0,0,0,0,0,0.0
4885,309024,1988-11-18,1,SM,1,0,1,0,1,0,1956-12-07,31,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
4886,309025,1988-12-07,1,JK,0,0,0,1,0,0,1965-05-06,23,15842.0,2444.656,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0.5332298
4887,309026,1988-07-06,0,CI,0,0,0,1,0,0,1963-12-05,24,3297.0,3300.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
4888,309027,1988-03-02,1,IN,0,1,0,0,1,0,1943-01-12,45,23913.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1.0
4889,309031,1988-01-21,1,MD,1,0,0,0,1,0,1933-09-06,54,7191.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,1.0
4890,309032,1989-01-05,1,CC,1,0,1,0,1,0,1947-04-28,41,11486.0,1300.0,0.33528507,0.0,0.0,0,1,0,0,0,1,0,1,0.0
4891,309038,1988-02-11,0,CV,0,0,1,0,0,1,1941-06-23,46,7754.0,14395.0,0.0,0.0,1.0,1,0,0,0,0,0,1,1,0.0
4892,309039,1989-01-05,1,CC,0,1,1,0,1,0,1939-12-06,49,10450.0,630.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0
4893,309040,1989-03-20,0,LC,0,0,1,0,0,1,1958-05-03,30,0.0,6500.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0.0
4894,309041,1988-08-05,1,CV,0,0,1,0,0,1,1960-01-17,28,7542.0,6000.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0.40733594
4895,309044,1988-07-22,1,MT,1,1,0,1,0,0,1957-02-27,31,24863.0,2444.656,1.0,0.0,1.0,0,0,0,0,1,0,0,1,1.0
4896,309045,1989-02-21,1,LC,1,0,0,1,0,0,1956-01-10,33,5472.0,5000.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0.0
4897,309047,1988-03-08,1,JK,1,1,0,0,1,0,1963-07-05,24,2835.0,0.0,0.21116078,0.0,1.0,1,0,1,0,0,0,0,1,0.5332298
4898,309048,1988-05-31,0,PR,0,1,0,1,0,0,1964-02-14,24,4512.0,2444.656,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.5332298
4899,309050,1989-01-24,0,MN,0,1,1,0,1,0,1930-05-13,58,22518.0,200.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1.0
4900,309053,1988-09-06,1,SM,0,0,0,0,1,0,1954-01-30,34,30738.0,6000.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
4901,309054,1988-06-22,1,HF,0,0,1,0,0,1,1957-12-16,30,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0
4902,309055,1988-10-13,1,CC,0,0,1,0,1,0,1963-08-20,25,38369.0,4103.911,0.0,0.06431255,1.0,0,1,1,0,0,0,0,1,1.0
4903,309057,1989-02-24,1,IN,1,0,0,0,0,1,1965-09-21,23,20412.0,2444.656,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
4904,309064,1988-10-21,1,NE,0,0,0,1,0,0,1931-03-23,57,22099.0,2180.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0
4905,309065,1988-11-30,1,JK,0,1,0,0,1,0,1962-02-25,26,17311.0,2444.656,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1.0
4906,309067,1988-04-15,0,IN,0,1,0,1,0,0,1963-02-28,25,3860.0,2444.656,0.0,0.0,0.71640396,0,0,1,0,0,0,0,0,0.5332298
4907,309068,1988-10-26,1,SM,1,0,1,0,1,0,1954-06-21,34,9516.0,4288.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
4908,309069,1988-08-25,1,CC,1,0,0,1,0,0,1965-10-01,22,14171.0,2444.656,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0.5332298
4909,309070,1988-11-29,1,OK,0,0,1,0,0,1,1940-11-09,48,105694.0,45000.0,1.0,0.0,0.0,1,0,0,0,0,0,1,1,0.0
4910,309071,1988-12-01,1,JK,1,1,0,1,0,0,1965-12-08,22,3919.0,0.0,0.21116078,1.0,1.0,1,0,1,0,0,0,0,1,1.0
4911,309076,1988-05-04,0,JC,0,1,0,0,1,0,1945-07-29,42,7190.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,1,1.0
4912,309079,1989-03-15,0,LC,0,0,1,0,0,1,1959-11-17,29,360.0,20.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
4913,309080,1989-09-21,1,LC,1,0,1,1,0,0,1949-05-08,40,7827.0,8000.0,1.0,0.0,0.68767726,0,0,0,0,0,1,0,0,0.0
4914,309082,1988-05-12,0,MD,0,0,1,0,1,0,1941-08-01,46,35837.0,4103.911,1.0,0.0,1.0,1,0,0,0,0,0,1,0,0.40733594
4915,309083,1989-01-10,1,CC,1,0,0,1,0,0,1962-02-16,26,0.0,3977.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0.0
4916,309088,1988-05-13,1,IN,0,0,1,0,0,1,1950-08-22,37,33310.0,15000.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,1.0
4917,309090,1988-12-06,1,JK,1,0,0,1,0,0,1962-05-31,26,11838.0,2444.656,0.0,1.0,0.0,1,0,0,1,0,0,0,0,1.0
4918,309091,1988-02-10,1,JK,0,0,1,0,0,1,1959-07-31,28,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1.0
4919,309093,1988-10-19,0,IN,0,0,0,0,1,0,1966-07-30,22,13922.0,2444.656,0.21116078,0.11530664,0.71640396,0,0,1,0,0,0,0,1,0.5332298
4920,309096,1989-04-12,0,IN,0,0,1,0,1,0,1962-03-13,27,9198.0,5758.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0.0
4921,309097,1989-07-27,0,LC,0,0,1,0,0,1,1934-10-02,54,0.0,5000.0,1.0,0.0,1.0,0,0,0,0,0,0,1,1,0.0
4922,309099,1988-09-07,1,JK,1,0,0,1,0,0,1950-12-09,37,37191.0,440.0,0.21116078,0.0,0.71640396,0,0,0,0,0,1,0,0,0.0
4923,309102,1988-09-21,1,SM,1,0,1,1,0,0,1956-05-01,32,0.0,2716.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0
4924,309104,1989-03-29,1,IN,1,1,0,0,1,0,1965-04-28,23,35178.0,800.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.5332298
4925,309105,1989-01-11,1,LC,1,0,1,1,0,0,1962-02-14,26,25382.0,9800.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0
4926,309110,1989-01-25,0,NE,0,1,0,1,0,0,1955-06-19,33,2253.0,3360.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
4927,309111,1988-03-10,1,JK,1,1,0,0,1,0,1956-11-21,31,5709.0,0.0,0.0,1.0,1.0,1,0,0,0,1,0,0,0,1.0
4928,309112,1987-12-03,1,MD,1,0,1,0,1,0,1963-01-14,24,2220.0,600.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,1.0
4929,309113,1988-10-18,1,SM,0,0,1,1,0,0,1952-08-03,36,6665.0,3268.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0
4930,309115,1988-04-28,1,MD,0,1,0,1,0,0,1960-05-04,27,3273.0,1275.0,0.0,0.0,1.0,1,0,0,1,0,0,0,1,1.0
4931,309118,1988-08-30,0,CC,0,0,0,1,0,0,1961-07-29,27,20252.0,2444.656,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0.0
4932,309121,1987-12-23,0,MD,0,0,0,0,1,0,1956-10-10,31,31022.0,3380.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0.0
4933,309122,1989-06-30,1,IN,1,1,0,0,0,1,1960-12-22,28,0.0,2444.656,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0.0
4934,309123,1988-07-26,1,IN,0,0,1,0,1,0,1944-02-29,44,35107.0,4260.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
4935,309125,1988-03-18,0,IN,0,0,0,0,1,0,1956-03-26,31,27291.0,100.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1.0
4936,309129,1988-10-24,1,IN,1,0,0,0,0,1,1949-12-14,38,15128.0,126.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1.0
4937,309130,1989-09-19,1,LC,0,0,0,1,0,0,1962-05-16,27,243.0,9000.0,0.0,0.0,0.71640396,0,0,0,1,0,0,0,0,0.0
4938,309131,1988-09-26,0,HF,0,0,0,0,1,0,1952-03-04,36,0.0,0.0,0.0,0.11530664,1.0,0,0,0,0,0,1,0,0,1.0
4939,309136,1988-11-18,1,IN,0,0,1,0,1,0,1953-12-05,34,6002.0,3000.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0.0
4940,309137,1988-11-17,0,SM,0,1,0,0,1,0,1966-09-08,22,1341.0,2444.656,1.0,0.0,1.0,0,0,1,0,0,0,0,0,1.0
4941,309139,1989-03-14,0,JC,0,1,0,0,0,1,1959-09-04,29,2331.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,1.0
4942,309140,1989-02-22,0,IN,0,0,1,0,1,0,1967-01-22,22,25529.0,12800.0,0.33528507,0.0,1.0,0,0,1,0,0,0,0,0,0.0
4943,309142,1988-09-02,0,HF,0,1,0,0,1,0,1955-11-26,32,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
4944,309143,1988-05-27,1,CV,1,0,1,1,0,0,1956-07-26,31,1598.0,4103.911,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.40733594
4945,309144,1988-05-19,1,PR,1,0,1,0,0,1,1951-02-23,37,18.0,45.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1.0
4946,309145,1988-12-07,1,IN,0,0,1,0,1,0,1950-03-12,38,58638.0,4000.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
4947,309146,1988-10-06,1,NE,1,1,0,1,0,0,1964-08-18,24,9840.0,500.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1.0
4948,309147,1988-03-25,0,CV,0,0,1,0,0,1,1962-07-16,25,19449.0,5084.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.40733594
4949,309148,1988-03-17,1,MD,1,0,1,0,1,0,1965-09-12,22,60350.0,4000.0,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0.0
4950,309152,1988-12-23,1,IN,0,0,1,0,0,1,1960-01-16,28,5505.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1.0
4951,309153,1989-04-18,0,CI,0,0,1,0,1,0,1964-09-13,24,0.0,9300.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
4952,309154,1989-09-15,1,PR,0,1,0,0,0,1,1964-05-19,25,16827.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1.0
4953,309155,1988-07-07,1,JK,0,0,1,1,0,0,1961-12-14,26,1008.0,4000.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1.0
4954,309156,1989-03-22,1,LC,0,0,1,0,1,0,1951-09-28,37,1662.0,8000.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0.40733594
4955,309157,1988-05-19,1,IN,1,0,1,0,1,0,1949-07-13,38,12021.0,5200.0,0.33528507,0.0,1.0,0,0,0,0,0,1,0,0,0.0
4956,309158,1989-04-19,0,IN,0,1,0,0,0,1,1945-01-31,44,4083.0,0.0,0.0,0.0,0.71640396,0,0,0,0,0,1,0,1,1.0
4957,309159,1989-01-25,1,IN,0,0,1,0,1,0,1961-12-25,27,37427.0,15000.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0.0
4958,309162,1988-02-24,0,PR,0,1,0,0,0,1,1950-04-29,37,31024.0,0.0,0.0,0.11530664,0.0,0,1,0,0,0,1,0,0,1.0
4959,309163,1988-12-28,1,SM,1,0,0,0,1,0,1948-06-13,40,4284.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,1.0
4960,309164,1988-12-21,1,CC,1,1,0,1,0,0,1959-03-04,29,27.0,2444.656,0.0,0.0,0.71640396,0,1,0,1,0,0,0,0,0.0
4961,309169,1988-12-12,1,SM,1,0,1,0,1,0,1954-12-29,33,70740.0,4000.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
4962,309173,1988-10-26,0,CC,0,1,0,0,1,0,1964-06-27,24,29426.0,2444.656,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
4963,309176,1988-08-19,1,OK,0,0,0,0,0,1,1915-04-03,73,17676.0,2444.656,0.0,0.0,1.0,1,0,0,0,0,0,0,1,1.0
4964,309178,1987-12-11,1,PR,1,0,1,1,0,0,1950-07-19,37,7944.0,3000.0,0.0,0.0,0.68767726,1,0,0,0,0,1,0,0,0.0
4965,309179,1989-01-17,1,SM,0,0,1,0,1,0,1952-06-09,36,226.0,2800.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
4966,309180,1988-12-01,0,CV,0,0,0,0,0,1,1960-12-18,27,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1.0
4967,309181,1988-06-22,1,CI,1,1,0,1,0,0,1954-11-16,33,10095.0,1500.0,0.21116078,1.0,1.0,0,0,0,0,1,0,0,0,0.0
4968,309183,1988-01-04,0,LC,0,0,1,0,1,0,1948-05-09,39,38360.0,14000.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0.0
4969,309184,1988-08-16,1,CC,1,0,0,1,0,0,1962-02-10,26,25936.0,2444.656,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0.5332298
4970,309185,1988-09-28,1,HF,1,0,1,0,1,0,1965-12-15,22,11268.0,4103.911,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.40733594
4971,309186,1988-11-30,1,CV,0,0,0,0,1,0,1964-05-19,24,38885.0,2444.656,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0.5332298
4972,309187,1988-09-20,1,CC,1,0,0,0,1,0,1962-08-15,26,17235.0,7000.0,1.0,0.0,0.71640396,0,1,0,1,0,0,0,1,0.0
4973,309191,1988-09-22,0,CC,0,0,0,0,1,0,1956-12-19,31,870.0,2444.656,0.0,0.0,1.0,0,1,0,0,1,0,0,0,0.5332298
4974,309194,1988-03-15,0,IN,0,0,0,0,0,1,1958-10-28,29,708.0,2444.656,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.5332298
4975,309195,1988-09-15,0,CV,0,0,0,1,0,0,1931-05-17,57,8442.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1.0
4976,309197,1988-11-10,1,CV,1,0,0,1,0,0,1961-12-01,26,7947.0,8594.0,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0.0
4977,309198,1988-01-08,0,IN,0,0,1,0,1,0,1947-04-12,40,910.0,5.0,0.0,0.0,0.68767726,0,0,0,0,0,1,0,0,0.0
4978,309200,1988-05-12,1,IN,0,0,0,0,1,0,1961-02-17,27,49860.0,2444.656,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
4979,309202,1988-03-18,0,PR,0,0,1,0,0,1,1960-06-14,27,2310.0,780.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0.40733594
4980,309205,1988-09-22,1,CC,0,0,0,1,0,0,1948-08-01,40,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,1.0
4981,309208,1988-07-13,1,CV,1,0,0,0,1,0,1945-06-10,43,15069.0,10000.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0.0
4982,309211,1988-03-09,1,JK,1,1,0,0,1,0,1958-02-13,30,5958.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,1.0
4983,309213,1988-07-20,0,SM,0,0,1,0,1,0,1962-11-24,25,0.0,6750.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0
4984,309214,1988-02-26,1,JK,1,0,0,1,0,0,1948-05-08,39,126.0,2444.656,0.21116078,0.11530664,0.71640396,1,0,0,0,0,1,0,0,0.5332298
4985,309217,1988-06-07,1,LC,1,0,1,1,0,0,1959-07-03,28,2466.0,11000.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0.0
4986,309219,1988-11-10,1,NE,1,1,0,0,1,0,1952-07-19,36,1384.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1.0
4987,309220,1988-09-23,1,CV,1,1,0,1,0,0,1966-06-21,22,10737.0,500.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,1.0
4988,309221,1987-12-03,1,PR,1,0,0,0,0,1,1946-08-30,41,4038.0,120.0,0.0,1.0,1.0,0,0,0,0,0,1,0,0,1.0
4989,309224,1988-10-19,0,JC,0,0,1,0,0,1,1966-05-30,22,27488.0,8000.0,0.0,0.0,1.0,1,0,1,0,0,0,0,1,0.0
4990,309225,1988-07-01,1,CI,0,0,1,1,0,0,1964-04-07,24,0.0,1100.0,0.0,0.0,0.68767726,0,0,1,0,0,0,0,0,1.0
4991,309226,1988-08-09,1,CC,1,0,1,0,1,0,1965-04-01,23,16271.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1.0
4992,309228,1988-09-02,0,MN,0,0,0,1,0,0,1965-09-08,22,4032.0,280.0,0.21116078,0.0,0.0,0,0,1,0,0,0,0,0,0.5332298
4993,309229,1989-02-14,1,SM,1,0,1,0,1,0,1965-09-06,23,6407.0,5120.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
4994,309230,1988-02-29,1,CV,0,0,1,0,1,0,1947-11-20,40,0.0,7500.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
4995,309232,1987-12-16,1,IN,1,0,1,0,1,0,1962-12-03,25,39078.0,10500.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
4996,309233,1988-06-08,1,PR,1,0,1,0,0,1,1962-11-20,25,10404.0,4103.911,0.33528507,0.06431255,0.68767726,1,0,1,0,0,0,0,0,0.40733594
4997,309236,1989-02-07,0,IN,0,1,0,0,1,0,1965-05-05,23,14476.0,2444.656,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0
4998,309239,1988-12-28,1,SM,0,0,1,0,1,0,1960-06-11,28,36847.0,4800.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,0.0
4999,309242,1988-02-12,0,CV,0,0,1,0,1,0,1962-07-08,25,7257.0,98.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0.40733594
5000,309246,1988-11-16,1,CC,0,0,1,0,1,0,1966-01-08,22,9591.0,3500.0,1.0,0.0,1.0,0,1,1,0,0,0,0,0,0.0
5001,309248,1988-12-02,1,SM,0,0,1,0,1,0,1948-06-25,40,25661.0,6000.0,1.0,0.0,1.0,0,0,0,0,0,1,0,1,0.0
5002,309249,1988-11-11,0,OH,0,0,0,0,0,1,1944-11-29,43,15353.0,98.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0.5332298
5003,309251,1988-03-17,0,MD,0,0,1,0,1,0,1961-01-03,27,2430.0,4289.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0.0
5004,309253,1988-06-24,1,SM,1,0,0,0,1,0,1965-08-26,22,24264.0,840.0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0.0
5005,309255,1988-06-08,0,SM,0,0,0,0,0,1,1948-04-04,40,34998.0,4093.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
5006,309256,1988-03-15,1,JK,1,0,0,1,0,0,1950-07-13,37,591.0,0.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,1.0
5007,309258,1989-03-13,1,NE,1,1,0,1,0,0,1953-08-23,35,3075.0,3000.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0.0
5008,309260,1988-05-27,1,JK,1,0,1,1,0,0,1957-07-15,30,42968.0,8000.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
5009,309262,1988-08-24,0,SM,0,0,0,1,0,0,1938-12-22,49,834.0,100.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,1.0
5010,309263,1988-01-20,0,IN,0,0,0,0,1,0,1945-07-14,42,38840.0,11636.0,1.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
5011,309265,1988-07-08,1,JK,1,0,0,0,1,0,1956-03-27,32,5304.0,2880.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0.0
5012,309267,1988-03-24,1,MD,1,0,1,0,1,0,1954-07-12,33,99294.0,1600.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0.0
5013,309268,1988-04-15,0,LC,0,0,1,0,1,0,1961-03-23,27,0.0,4103.911,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0.40733594
5014,309269,1988-12-23,0,IN,0,0,1,0,1,0,1946-10-26,42,2391.0,4103.911,1.0,0.0,1.0,0,0,0,0,0,1,0,1,0.0
5015,309271,1989-09-28,0,LC,0,1,0,0,0,1,1963-05-14,26,14937.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,1.0
5016,309273,1989-09-05,1,LC,1,0,1,0,0,1,1952-05-11,37,52092.0,4103.911,1.0,0.0,1.0,0,1,0,0,0,1,0,0,0.40733594
5017,309274,1989-02-27,1,CI,0,1,0,1,0,0,1960-04-20,28,2322.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1.0
5018,309275,1988-06-16,1,LC,1,0,1,1,0,0,1952-10-16,35,38832.0,16020.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,1.0
5019,309279,1988-12-01,1,SM,1,0,1,1,0,0,1965-08-09,23,31506.0,4600.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
5020,309283,1987-12-29,1,CC,0,0,1,0,1,0,1965-07-24,22,5211.0,335.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0,1.0
5021,309284,1989-04-28,1,OH,0,0,0,1,0,0,1966-06-28,22,6432.0,2444.656,0.0,0.0,1.0,0,0,1,0,0,0,0,1,1.0
5022,309285,1988-08-10,1,CV,1,0,1,0,1,0,1965-06-27,23,14598.0,2600.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0.0
5023,309286,1988-06-20,0,SM,0,0,0,0,1,0,1966-06-09,22,6627.0,2500.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
5024,309289,1989-01-27,1,IN,1,0,1,1,0,0,1920-02-21,68,15556.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,1.0
5025,309290,1988-02-10,1,JK,0,0,1,0,0,1,1966-01-26,22,20897.0,4103.911,0.0,0.0,1.0,1,0,1,0,0,0,0,0,1.0
5026,309291,1988-12-29,0,CI,0,0,0,1,0,0,1965-05-04,23,3966.0,2184.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0
5027,309292,1988-08-03,1,IN,1,0,1,0,1,0,1962-12-21,25,42089.0,4500.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0.0
5028,309293,1988-09-23,1,CV,1,0,0,1,0,0,1951-06-18,37,2664.0,8000.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0.0
5029,309294,1989-07-28,1,LC,0,0,0,0,0,1,1961-12-20,27,37782.0,6739.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0.0
